content,published_at,likes,replies
Hamas are satanic and need to be eradicated where ever they hide.,2025-09-15 19:52:32.868000+00:00,0,0
dealing with religous fruitcakes (zions and evangelicals) is the reason we are in this turmoil.,2025-09-15 19:52:32.868000+00:00,1,0
"That's a very clever way for the UK to say ""we knew this was coming but couldn't explicitly say it""",2025-09-15 19:52:32.868000+00:00,0,0
"Why didn't Qatar convene an urgent international conference when it was attacked by Iran just two months ago, right there in Doha? Why is it so outraged by a violation of its sovereignty on foreign soil, yet never condemned so harshly when the organization it funded violated Israel's sovereignty on October 7? And above all, how long with this regional hypocrisy continue, in which one is allowed to host mass murderers on their soil and then lose their mind when someone tries to assassinate them?
-Amit Segal",2025-09-15 19:52:32.868000+00:00,0,0
Please make a video about Nepal Protests.,2025-09-15 19:52:32.868000+00:00,0,0
Being a friend or Ally of Americans are biggest sin 🤡 🤡🤡,2025-09-15 19:52:32.868000+00:00,3,0
the thing about the us security guarantees is they where always conditional on it being in americas interests to do so that's what happens when you outsource your security you can only hope they hold up there end,2025-09-15 19:52:32.868000+00:00,0,1
This is why I subscribe to this channel. Outstanding work in the short time needed to make it.,2025-09-15 19:52:32.868000+00:00,0,0
"Will say it again, the biggest threat to world Peace is ISRAEL!!! Fear nothing else more than this evil regime as it holds the US with a iron grip!!!",2025-09-15 19:52:32.868000+00:00,4,0
Perhaps Israel 🇮🇱is trying shake 🫨 up the negotiations.  So far ( to oversimplify ) 🔪 Hamas 💥 response to the war has been to demand Israel 🇮🇱 retreat or surrender 😮 while they let the Gazans suffer😢,2025-09-15 19:52:32.868000+00:00,0,0
"Qatar is a mediator by day and terror sponsor by night. With their enormous oil and gas wealth, the Qataris have subverted western liberals and universities, while funding Hamas and other terror outfits to wreck havoc everywhere.",2025-09-15 19:52:32.868000+00:00,0,0
"Caspian, you have the tendancy to speak out of where the sun don't shine sometimes. Israel and the US proposed that Qatar be a neutral grown. They did not feel frustrated by Qatar's role, it's the other way around.",2025-09-15 19:52:32.868000+00:00,1,2
8:50 The rabid Zionist Apartheid state & it's bootlicker backer Uncle Sam are frustrated with Qatar & Hamas when Satanyahu has virtually sabotaged every mediation effort & Don Zion used every reconciliation opportunity as a deception for IOF to strike Iran & Hamas? What a weird world we are living in where words have truly lost their actual meanings.,2025-09-15 19:52:32.868000+00:00,0,1
"Hamas in its charter has called for the elimination of all Jews in Israel and around the world. In addition too, it calls for the elimination of the state of Israel. 
I fail to see what's so unclear about Hamas. Israel gets it, the rest of the world doesn't!

Fact; on Oct 7th 2023 Hamas unalived Israelis and dragged the bodies back into Gaza to use as hostages. You can't  make peace with that sick mentality!",2025-09-15 19:52:35.073000+00:00,0,0
Israel and America are Terrorist states,2025-09-15 19:52:35.073000+00:00,0,0
Wake up call to Arabs Unite or perish one by one.,2025-09-15 19:52:35.073000+00:00,0,1
"we are done, its time to end this war like everyone asks to, its time to wipe whoever is in the list now",2025-09-15 19:52:35.073000+00:00,1,0
I thought money could solve everything,2025-09-15 19:52:35.073000+00:00,0,0
That's why you must have your own military. No money will save you if you are protected by foreign military bases.,2025-09-15 19:52:35.073000+00:00,0,0
What an ending line. “…It is so poor all it has is money”,2025-09-15 19:52:35.073000+00:00,0,0
"What are the Turkish troops doing in Qatar? Are they a permanent presence like the US and UK?

I ask for interest. No judgement. I have been to Doha many times.",2025-09-15 19:52:35.073000+00:00,0,2
Good sponsor!,2025-09-15 19:52:35.073000+00:00,0,0
Just a tiny note: the location of Petah Tikva in the map at 00:40 makes no sense,2025-09-15 19:52:35.073000+00:00,0,0
The problem is that Qatar is all in already with american bases in thier country and from all sides and with 70 percent of their weaponry is american made....,2025-09-15 19:52:35.073000+00:00,1,0
"We stated from the beginning, the filth wont find safe heaven anywhere.",2025-09-15 19:52:35.073000+00:00,0,0
And then Netanyahu made a statement about how they would do this to ”every country that houses enemies of Israel”.,2025-09-15 19:52:35.073000+00:00,43,4
"”Our greatest ally Israel”
LOL",2025-09-15 19:52:35.073000+00:00,1,0
"It’s just a game of hypocrisy. Everyone knew it, even as they played the “I’m surprised and outraged” act. Hamas is hated by everyone. They are a burden, but they serve to maintain a façade of Arab support for the Palestinians, even though no Arab country wants them inside its borders.

Qatar has its hands tainted with blood, and the USA knows it. This is not an alliance of trust but one of mere circumstance. American troops are not stationed there to launch an impossible war against Iran. Such a war would be impossible because of the oil fallout and the damage it would inflict on every Gulf state.

Nor are those troops there to confront Israel, the one country that keeps these tyrants awake at night. They are there only as a last resort in case of unexpected crises. And Israel killing terrorists is not one of those crises.",2025-09-15 19:52:35.073000+00:00,1,0
bro if you fund one side how are you the messnger,2025-09-15 19:52:35.073000+00:00,0,0
Qatar is the nucleus of Global Islamic extremism.,2025-09-15 19:52:35.073000+00:00,0,0
U meen the Terrorists nest ? What is Hamas hezboallah and co Doing in qatar ?,2025-09-15 19:52:35.073000+00:00,0,0
I wonder what happens to Hamas base in Turkey (NATO) now.,2025-09-15 19:52:35.073000+00:00,0,0
Qatar is part of the problem.,2025-09-15 19:52:35.073000+00:00,1,0
This makes no sense. Why don't they arrest these criminals from Hamas and hand them over. They were kept there in the first place on the behest of US.,2025-09-15 19:52:37.160000+00:00,0,0
Qatar is the Petyr Baelish of the middle east,2025-09-15 19:52:37.160000+00:00,0,0
The message: Qatar money HAS its limits🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,2025-09-15 19:52:37.160000+00:00,10,0
Your explanation seems the most plausible. Thank you for this excellent presentation. Respect.,2025-09-15 19:52:37.160000+00:00,0,0
I wonder if Qatar will now align itself more with Saudi-UAE now,2025-09-15 19:52:37.160000+00:00,0,0
Who holds the reins? US or Israel? It's getting really muddy for an outsider.,2025-09-15 19:52:37.160000+00:00,0,1
Why couldn't have the Saudis helped?,2025-09-15 19:52:37.160000+00:00,0,0
Neither side wants peace,2025-09-15 19:52:37.160000+00:00,0,0
Qatar funds Islamist groups in Europe. No friend of the West.,2025-09-15 19:52:37.160000+00:00,1,0
"Qatar is not the masanger, qatar is the sponsor",2025-09-15 19:52:37.160000+00:00,0,0
5:53 this also explains the mysterious missile intercepted by Saudi Arabia at the time of the strike on its west border,2025-09-15 19:52:37.160000+00:00,0,0
Israel doing Genocide and attacking natural countries.. its SCARY they can do this with out anyone doing anything to them.. not even Russia has that kind of power,2025-09-15 19:52:37.160000+00:00,0,0
"Hey Caspian, could you please do a video about US and Venezuela?",2025-09-15 19:52:37.160000+00:00,1,0
"The Israeli Air Force operates over a dozen aerial refueling tankers, no need for help from other nations in that regard - particularly not from a tanker that's right on top of the target area.  If a northern route was used, Israel more than likely flew through Syria and Iraq, not Jordan and Saudi Arabia.",2025-09-15 19:52:37.160000+00:00,1,0
You. Don't. Negotiate. With. Terrorists!,2025-09-15 19:52:37.160000+00:00,7,5
Everyone uses ground news but who controles them?,2025-09-15 19:52:37.160000+00:00,0,0
"Let's be honest here, folks. Hamas never negotiates in good faith. Israel knows this already, thus, the strike.",2025-09-15 19:52:37.160000+00:00,0,0
Poor terrorists. Now cannot feel safe anywhere.,2025-09-15 19:52:37.160000+00:00,0,0
"Isaak didn’t hit Qatar it hit Hamas leadership, Qatar has American made air defenses, why didn’t they stop the missiles? Bz they knew in advance. Also stop ignoring the fact that Qatar funds both sides to paying off right wing pundits like Tucker to aiding Hamas or the Muslim brotherhood.",2025-09-15 19:52:37.160000+00:00,1,0
